Formation;Nom anonymisé;Prénom anonymisé;Numéro;Genre;Date de naissance;Profil;Type établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Série;LV 1;LV 2
DUT CS;XXX1517;Yyy341;875820;F;25/05/2002;En Terminale;Lycée français;Lycée professionnel Francois Camel;Saint-Girons;9;France;P;Espagnol;Anglais
DUT CS;XXX1818;Yyy732;876035;F;02/03/2001;En Terminale;Lycée français;Lycée professionnel Bourdelle;Montauban;82;France;P;Anglais;Espagnol
DUT CS;XXX7800;Yyy895;876166;F;10/12/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT INFO;XXX4068;Yyy422;876172;M;30/05/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;S;Anglais;Espagnol
DUT CS;XXX9512;Yyy355;876177;F;27/06/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX7800;Yyy812;876178;F;29/08/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX8329;Yyy828;876235;F;25/10/2001;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;STMG;Espagnol;Anglais
DUT CS;XXX5918;Yyy656;876240;F;07/06/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Anglais;Espagnol
DUT CS;XXX4426;Yyy948;876250;F;11/02/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT INFO;XXX2994;Yyy869;876251;M;11/10/2003;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;S;Anglais;Espagnol
DUT CS;XXX1590;Yyy999;876276;F;31/01/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX2889;Yyy691;876322;F;31/05/2000;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Anglais;Espagnol
DUT GIM;XXX9729;Yyy791;876332;M;29/07/2000;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;S;Anglais;Espagnol
DUT RT;XXX1141;Yyy795;876332;M;29/07/2000;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;S;Anglais;Espagnol
DUT CS;XXX8521;Yyy603;876341;M;17/12/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Anglais;Espagnol
DUT CS;XXX4144;Yyy780;876345;F;14/02/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ES;Anglais;Espagnol
DUT CS;XXX9508;Yyy269;876353;F;20/06/2001;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT GIM;XXX2914;Yyy321;876376;M;15/12/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;S;Anglais;Espagnol
DUT CS;XXX5955;Yyy721;876437;F;14/10/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX5147;Yyy326;876443;F;17/09/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ES;Espagnol;Anglais
DUT INFO;XXX5700;Yyy484;876449;M;07/09/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;S;Anglais;Espagnol
DUT RT;XXX9289;Yyy608;876467;M;21/09/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;S;Anglais;Espagnol
DUT GIM;XXX2039;Yyy330;876474;M;10/11/2001;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;STMG;Espagnol;Anglais
DUT CS;XXX2026;Yyy137;876479;M;26/08/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ES;Anglais;Espagnol
DUT CS;XXX5200;Yyy977;876496;M;05/10/2000;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Anglais;Espagnol
DUT CS;XXX6805;Yyy676;876506;F;26/08/2000;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Anglais;Espagnol
DUT INFO;XXX4486;Yyy132;876510;M;25/09/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ES;Anglais;Espagnol
DUT CS;XXX1180;Yyy728;876521;F;24/01/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ES;Espagnol;Anglais
DUT CS;XXX8992;Yyy176;876523;F;04/04/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX1348;Yyy807;876533;F;02/02/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Anglais;Allemand
DUT CS;XXX3272;Yyy424;876541;F;19/11/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX7590;Yyy607;876592;F;04/12/2000;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX3606;Yyy679;876602;F;12/12/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX5530;Yyy375;876678;F;02/02/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX2036;Yyy133;876718;F;04/02/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Anglais;Espagnol
DUT CS;XXX5529;Yyy602;876721;F;30/01/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT CS;XXX9980;Yyy448;876735;F;17/07/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ES;Espagnol;Anglais
DUT CS;XXX6675;Yyy614;876736;F;24/11/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Anglais;Espagnol
DUT CS;XXX5159;Yyy222;876743;F;16/04/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;STMG;Anglais;Espagnol
DUT CS;XXX7426;Yyy775;876755;F;30/08/2002;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;ST2S;Espagnol;Anglais
DUT INFO;XXX4990;Yyy587;876766;M;23/01/2001;En Terminale;Lycée français;Lycée Pierre D'Aragon;Muret;31;France;S;Anglais;Espagnol
DUT GIM;XXX4144;Yyy601;876860;M;10/06/2002;En Terminale;Lycée français;Lycée professionnel Saint-Joseph;Toulouse;31;France;P;Anglais;
DUT GIM;XXX3453;Yyy343;876867;M;24/06/2002;En Terminale;Lycée français;Lycée professionnel Saint-Joseph;Toulouse;31;France;P;Anglais;
DUT GIM;XXX4655;Yyy350;877484;M;12/07/2002;En Terminale;Lycée français;Lycée St Thomas d'Aquin;Saint-Jean-de-Luz;64;France;S;Anglais;Espagnol
DUT CS;XXX1014;Yyy667;878566;F;27/07/2002;En Terminale;Lycée français;Lycée professionnel Sainte-Marie De Nevers;Toulouse;31;France;P;Anglais;
DUT CS;XXX1199;Yyy271;878610;F;10/11/2000;En Terminale;Lycée français;Lycée professionnel Sainte-Marie De Nevers;Toulouse;31;France;P;Anglais;
DUT CS;XXX3203;Yyy413;878615;F;11/06/2001;En Terminale;Lycée français;Lycée professionnel Sainte-Marie De Nevers;Toulouse;31;France;P;Anglais;
DUT CS;XXX2094;Yyy393;878633;F;01/12/2001;En Terminale;Lycée français;Lycée professionnel Sainte-Marie De Nevers;Toulouse;31;France;P;Anglais;Espagnol
DUT CS;XXX9909;Yyy623;878647;F;05/03/2001;En Terminale;Lycée français;Lycée professionnel Sainte-Marie De Nevers;Toulouse;31;France;P;Espagnol;
DUT CS;XXX6625;Yyy351;878658;F;30/11/2002;En Terminale;Lycée français;Lycée professionnel Sainte-Marie De Nevers;Toulouse;31;France;P;Anglais;
DUT CS;XXX1117;Yyy260;879714;F;01/08/2002;En Terminale;Lycée français;Lycée Notre Dame;Castres;81;France;STMG;Anglais;Espagnol
DUT INFO;XXX7755;Yyy632;879766;M;24/12/2002;En Terminale;Lycée français;Lycée Notre Dame;Castres;81;France;S;Espagnol;Anglais
DUT INFO;XXX8602;Yyy817;879772;M;01/03/2002;En Terminale;Lycée français;Lycée Notre Dame;Castres;81;France;S;Anglais;Espagnol
DUT RT;XXX1068;Yyy611;879772;M;01/03/2002;En Terminale;Lycée français;Lycée Notre Dame;Castres;81;France;S;Anglais;Espagnol
DUT CS;XXX2903;Yyy381;879794;M;27/08/2002;En Terminale;Lycée français;Lycée Notre Dame;Castres;81;France;STMG;Anglais;Espagnol
DUT INFO;XXX6175;Yyy823;879843;M;03/10/2002;En Terminale;Lycée français;Lycée Saint-Joseph;Lectoure;32;France;S;Anglais;Espagnol
DUT CS;XXX9282;Yyy604;879957;F;28/03/2001;En Terminale;Lycée français;Lycée La Serre De Sarsan;Lourdes;65;France;ES;Anglais;Espagnol
DUT CS;XXX4986;Yyy844;879959;F;31/03/2002;En Terminale;Lycée français;Lycée La Serre De Sarsan;Lourdes;65;France;S;Anglais;Espagnol
DUT CS;XXX7471;Yyy147;879984;F;06/02/2002;En Terminale;Lycée français;Lycée La Serre De Sarsan;Lourdes;65;France;S;Anglais;Espagnol
DUT CS;XXX5117;Yyy326;879993;F;09/12/2002;En Terminale;Lycée français;Lycée La Serre De Sarsan;Lourdes;65;France;ES;Anglais;Espagnol
DUT RT;XXX6261;Yyy304;880145;M;01/02/2002;En Terminale;Lycée français;Lycée Léonard De Vinci;Antibes;6;France;STI2D;Anglais;Espagnol
DUT INFO;XXX6459;Yyy762;880165;M;09/09/2002;En Terminale;Lycée français;Lycée Léonard De Vinci;Antibes;6;France;STI2D;Anglais;Espagnol
DUT INFO;XXX7215;Yyy603;880200;M;27/09/2002;En Terminale;Lycée français;Lycée Léonard De Vinci;Antibes;6;France;STI2D;Anglais;Italien
DUT RT;XXX9229;Yyy713;880253;M;02/05/2002;En Terminale;Lycée français;Lycée Léonard De Vinci;Antibes;6;France;STI2D;Anglais;Espagnol
DUT RT;XXX1168;Yyy894;880260;M;08/10/2002;En Terminale;Lycée français;Lycée Léonard De Vinci;Antibes;6;France;STI2D;Anglais;Italien
DUT INFO;XXX5428;Yyy321;880288;M;24/01/2002;En Terminale;Lycée français;Lycée Léonard De Vinci;Antibes;6;France;S;Anglais;Espagnol
DUT INFO;XXX8292;Yyy742;880314;M;08/10/2002;En Terminale;Lycée français;Lycée Léonard De Vinci;Antibes;6;France;S;Anglais;Espagnol
DUT RT;XXX4546;Yyy814;880314;M;08/10/2002;En Terminale;Lycée français;Lycée Léonard De Vinci;Antibes;6;France;S;Anglais;Espagnol
DUT INFO;XXX4247;Yyy251;881972;M;28/08/2001;En Terminale;Lycée français;Lycée privée Saint-Christophe;Masseube;32;France;ES;Anglais;Espagnol
DUT INFO;XXX6424;Yyy576;882506;M;10/07/2001;En Terminale;Lycée français;Centre National d'Enseignement à Distance (CNED) - Institut de Rennes;Rennes;35;France;STMG;Anglais;Espagnol
DUT CS;XXX7502;Yyy972;883001;M;07/09/2001;En Terminale;Lycée français;Centre National d'Enseignement à Distance (CNED) - Institut de Rennes;Rennes;35;France;STMG;Anglais;Espagnol
DUT GIM;XXX2335;Yyy513;883811;F;25/07/2001;En Terminale;Lycée français;Centre National d'Enseignement à Distance (CNED) - Institut de Rennes;Rennes;35;France;S;Anglais;Espagnol
DUT INFO;XXX2969;Yyy366;883817;M;06/12/2002;En Terminale;Lycée français;Centre National d'Enseignement à Distance (CNED) - Institut de Rennes;Rennes;35;France;S;Anglais;Espagnol
DUT INFO;XXX8196;Yyy458;884006;M;09/04/2002;En Terminale;Lycée français;Centre National d'Enseignement à Distance (CNED) - Institut de Rennes;Rennes;35;France;L;Anglais;Espagnol
DUT GIM;XXX8545;Yyy614;884118;M;28/04/2002;En Terminale;Lycée français;Centre National d'Enseignement à Distance (CNED) - Institut de Rennes;Rennes;35;France;ES;Anglais;Espagnol
DUT INFO;XXX4323;Yyy872;886144;M;29/01/2002;En Terminale;Lycée français;Lycée Alain-Fournier;Mirande;32;France;ES;Anglais;Espagnol
DUT INFO;XXX3498;Yyy463;886146;M;23/02/2002;En Terminale;Lycée français;Lycée Alain-Fournier;Mirande;32;France;S;Anglais;Espagnol
DUT CS;XXX7418;Yyy689;887088;F;10/01/2001;En Terminale;Lycée français;Lycée Saint-Joseph;Marvejols;48;France;ST2S;Anglais;Espagnol
DUT CS;XXX1214;Yyy601;887148;F;03/07/2000;En Terminale;Lycée français;Lycée Saint-Joseph;Marvejols;48;France;ST2S;Espagnol;Anglais
DUT INFO;XXX7366;Yyy678;888973;M;17/07/2002;En Terminale;Lycée français;Lycée Jean Henri Fabre;Carpentras;84;France;STI2D;Anglais;Espagnol
DUT INFO;XXX4673;Yyy859;889007;M;26/06/2002;En Terminale;Lycée français;Lycée Jean Henri Fabre;Carpentras;84;France;STI2D;Anglais;Espagnol
DUT INFO;XXX8138;Yyy106;889014;M;05/06/2002;En Terminale;Lycée français;Lycée Jean Henri Fabre;Carpentras;84;France;STI2D;Anglais;Allemand
DUT CS;XXX4728;Yyy774;889382;F;25/05/2002;En Terminale;Lycée français;Lycée Chaptal;Mende;48;France;ES;Anglais;Espagnol
DUT RT;XXX3850;Yyy774;889402;M;24/11/2002;En Terminale;Lycée français;Lycée Chaptal;Mende;48;France;S;Anglais;Allemand
DUT INFO;XXX2649;Yyy973;889467;M;04/04/2002;En Terminale;Lycée français;Lycée Chaptal;Mende;48;France;ES;Anglais;Espagnol
DUT CS;XXX7864;Yyy735;890011;F;06/01/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;STMG;Anglais;Espagnol
DUT INFO;XXX9048;Yyy604;890012;M;11/10/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;S;Anglais;Allemand
DUT RT;XXX9564;Yyy216;890012;M;11/10/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;S;Anglais;Allemand
DUT INFO;XXX9850;Yyy388;890048;M;07/02/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;S;Anglais;Allemand
DUT CS;XXX1290;Yyy502;890080;F;08/01/2003;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;STMG;Anglais;Espagnol
DUT INFO;XXX4369;Yyy270;890087;F;03/01/2003;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;S;Anglais;Allemand
DUT CS;XXX7459;Yyy301;890101;M;24/11/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;ES;Anglais;Espagnol
DUT INFO;XXX4260;Yyy188;890162;M;09/07/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;STMG;Anglais;Espagnol
DUT CS;XXX8313;Yyy821;890240;F;28/10/2001;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;STMG;Anglais;Espagnol
DUT INFO;XXX5375;Yyy696;890247;M;27/03/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;ES;Anglais;Espagnol
DUT RT;XXX8999;Yyy980;890247;M;27/03/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;ES;Anglais;Espagnol
DUT INFO;XXX4834;Yyy945;890268;M;10/08/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;S;Anglais;Espagnol
DUT INFO;XXX5328;Yyy408;890296;M;24/04/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;S;Anglais;Espagnol
DUT RT;XXX7010;Yyy605;890296;M;24/04/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;S;Anglais;Espagnol
DUT CS;XXX2648;Yyy631;890315;F;22/09/2000;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;STMG;Anglais;Espagnol
DUT INFO;XXX5166;Yyy515;890322;M;05/03/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;S;Anglais;Espagnol
DUT CS;XXX9661;Yyy106;890354;F;19/03/2002;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;STMG;Anglais;Espagnol
DUT RT;XXX4324;Yyy574;890378;M;27/08/2001;En Terminale;Lycée français;Lycée Paul Sabatier;Carcassonne;11;France;ES;Anglais;Espagnol
DUT INFO;XXX3293;Yyy176;890423;M;25/10/2002;En Terminale;Lycée français;Lycée HENRI IV;Béziers;34;France;S;Anglais;Espagnol
DUT RT;XXX9769;Yyy230;890437;F;25/05/2002;En Terminale;Lycée français;Lycée HENRI IV;Béziers;34;France;STMG;Espagnol;Anglais
DUT INFO;XXX5765;Yyy510;890490;M;06/08/2002;En Terminale;Lycée français;Lycée HENRI IV;Béziers;34;France;S;Anglais;Espagnol
DUT INFO;XXX9177;Yyy610;890639;M;09/08/2002;En Terminale;Lycée français;Lycée HENRI IV;Béziers;34;France;S;Anglais;Espagnol
DUT INFO;XXX8342;Yyy785;890731;M;27/02/2002;En Terminale;Lycée français;Lycée HENRI IV;Béziers;34;France;S;Anglais;Allemand
DUT CS;XXX9530;Yyy668;890735;F;09/12/2002;En Terminale;Lycée français;Lycée HENRI IV;Béziers;34;France;ES;Espagnol;Anglais
DUT INFO;XXX4466;Yyy733;891710;F;26/12/2001;En Terminale;Lycée français;Lycée Deodat De Severac;Céret;66;France;STI2D;Anglais;Espagnol
DUT RT;XXX5413;Yyy847;891726;M;28/07/2001;En Terminale;Lycée français;Lycée Deodat De Severac;Céret;66;France;STI2D;Anglais;Allemand
DUT INFO;XXX7865;Yyy735;891785;M;20/09/2002;En Terminale;Lycée français;Lycée Deodat De Severac;Céret;66;France;S;Anglais;Catalan
DUT GIM;XXX2069;Yyy457;891982;M;22/12/2000;En Terminale;Lycée français;Lycée Deodat De Severac;Céret;66;France;STI2D;Anglais;Espagnol
DUT CS;XXX3997;Yyy314;893068;F;05/06/2000;En Terminale;Lycée français;Lycée Dumont d'Urville;Toulon;83;France;CL-PAS-S;;
DUT CS;XXX6260;Yyy422;893074;F;29/03/2001;En Terminale;Lycée français;Lycée Dumont d'Urville;Toulon;83;France;CL-PAS-S;;
DUT CS;XXX4413;Yyy468;893379;F;05/02/2002;En Terminale;Lycée français;Lycée Bellevue;Fort-de-France;972;France;ST2S;Anglais;Espagnol
DUT INFO;XXX5673;Yyy116;893508;M;23/04/2002;En Terminale;Lycée français;Lycée Bellevue;Fort-de-France;972;France;S;Anglais;Espagnol
DUT GIM;XXX9605;Yyy431;894470;M;05/12/2002;En Terminale;Lycée français;Lycée Ferdinand Fabre;Bédarieux;34;France;S;Anglais;Espagnol
DUT INFO;XXX6547;Yyy196;894556;M;18/03/2002;En Terminale;Lycée français;Lycée Rosa Luxemburg;Canet-en-Roussillon;66;France;STI2D;Anglais;Espagnol
DUT INFO;XXX8898;Yyy649;894564;M;28/05/2002;En Terminale;Lycée français;Lycée Rosa Luxemburg;Canet-en-Roussillon;66;France;STI2D;Espagnol;Anglais
DUT GIM;XXX6905;Yyy608;894645;M;20/11/2002;En Terminale;Lycée français;Lycée Rosa Luxemburg;Canet-en-Roussillon;66;France;S;Anglais;Espagnol
DUT INFO;XXX4833;Yyy783;894668;M;15/09/2002;En Terminale;Lycée français;Lycée Rosa Luxemburg;Canet-en-Roussillon;66;France;ES;Anglais;Espagnol
DUT INFO;XXX4599;Yyy811;894693;M;14/12/2002;En Terminale;Lycée français;Lycée Rosa Luxemburg;Canet-en-Roussillon;66;France;S;Anglais;Espagnol
DUT CS;XXX8655;Yyy281;894727;F;30/01/2002;En Terminale;Lycée français;Lycée Rosa Luxemburg;Canet-en-Roussillon;66;France;STMG;Espagnol;Anglais
DUT CS;XXX9448;Yyy551;894762;F;30/06/2002;En Terminale;Lycée français;Lycée Rosa Luxemburg;Canet-en-Roussillon;66;France;ES;Espagnol;Anglais
DUT GIM;XXX1108;Yyy494;895291;M;04/09/1996;En Terminale;Lycée français;Ecole Technique Sup Laboratoire;Paris 13e  Arrondissement;75;France;FC;;
DUT GIM;XXX4102;Yyy223;895463;M;17/01/2002;En Terminale;Lycée français;LGT ROBERT WEINUM St Martin;Saint-Martin;971;France;S;Anglais;Espagnol
DUT GIM;XXX6500;Yyy775;895762;M;09/10/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;STI2D;Anglais;Espagnol
DUT GIM;XXX5776;Yyy898;895827;M;14/02/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;S;Anglais;Espagnol
DUT GIM;XXX3897;Yyy847;895838;M;24/07/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;STI2D;Anglais;Espagnol
DUT INFO;XXX3286;Yyy449;895893;M;16/02/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;S;Anglais;Allemand
DUT RT;XXX2639;Yyy542;896009;M;17/04/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;STI2D;Anglais;Espagnol
DUT GIM;XXX6567;Yyy557;896016;M;12/08/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;STI2D;Anglais;Espagnol
DUT GIM;XXX9569;Yyy115;896036;M;18/11/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;S;Anglais;Allemand
DUT RT;XXX8423;Yyy918;896044;M;28/06/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;S;Anglais;Allemand
DUT INFO;XXX3592;Yyy438;896046;M;21/08/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;S;Anglais;Allemand
DUT RT;XXX5951;Yyy843;896058;M;26/08/2002;En Terminale;Lycée français;Lycée De La Mer;Gujan-Mestras;33;France;STI2D;Anglais;Espagnol
DUT RT;XXX7430;Yyy648;896407;M;07/05/2002;En Terminale;Lycée français;Lycée Monge;Chambéry;73;France;S;Anglais;Espagnol
DUT CS;XXX8254;Yyy743;896874;F;14/03/2001;En Terminale;Lycée français;Cours Molière;Blagnac;31;France;L;Anglais;Espagnol
DUT INFO;XXX6230;Yyy732;896878;F;13/10/2002;En Terminale;Lycée français;Cours Molière;Blagnac;31;France;S;Anglais;Espagnol
DUT CS;XXX5740;Yyy269;899320;M;23/09/2001;En Terminale;Lycée français;Lycée français Victor Hugo;Marrakech;99;Maroc;STMG;Anglais;Arabe
DUT CS;XXX4293;Yyy104;900794;M;14/06/2003;En Terminale;Lycée français;Lycée d'Etat des Îles Wallis et Futuna;Uvea;986;France;STMG;Anglais;Espagnol
DUT CS;XXX3737;Yyy874;900830;M;11/11/2001;En Terminale;Lycée français;Lycée d'Etat des Îles Wallis et Futuna;Uvea;986;France;STMG;Anglais;Espagnol
DUT CS;XXX7752;Yyy621;900941;F;09/05/2002;En Terminale;Lycée français;Lycée Camille Jullian;Bordeaux;33;France;ES;Anglais;Espagnol
DUT INFO;XXX4267;Yyy707;901595;M;11/08/2000;En Terminale;Lycée français;Lycée ADEA Jacques Prevert;Bordeaux;33;France;S;Anglais;Espagnol
DUT GIM;XXX8253;Yyy775;902292;M;15/05/2001;En Terminale;Lycée français;CFA CHAMBRE METIERS HTE-GARONNE;Muret;31;France;P;Anglais;
DUT RT;XXX1199;Yyy203;903066;M;25/09/2000;Scolarisé en MC, FCIL, MGI, DAEU, MANN hors contrat,bac international;;Université de Pau et des Pays de l'Adour;Pau;64;France;;;
DUT INFO;XXX5685;Yyy231;903646;M;28/09/2001;En Terminale;Lycée français;Lycée Stéphane Hessel;Toulouse;31;France;STI2D;Espagnol;Anglais
DUT RT;XXX8911;Yyy783;903646;M;28/09/2001;En Terminale;Lycée français;Lycée Stéphane Hessel;Toulouse;31;France;STI2D;Espagnol;Anglais
DUT CS;XXX8287;Yyy388;1000512;F;28/12/1999;Scolarisé dans le supérieur en France;;Unité de formation et de recherche sciences médicales Université de Bordeaux;Bordeaux;33;France;;;
DUT INFO;XXX4448;Yyy926;1001214;M;26/11/1999;Non scolarisé;;;;;;;;
DUT INFO;XXX1833;Yyy333;1001278;M;24/12/2000;Scolarisé dans le supérieur en France;;CUFR Centre Universitaire de Mayotte;Dembeni;976;France;;;
DUT RT;XXX1472;Yyy239;1001278;M;24/12/2000;Scolarisé dans le supérieur en France;;CUFR Centre Universitaire de Mayotte;Dembeni;976;France;;;
DUT RT;XXX7378;Yyy982;1001344;M;12/04/1991;Scolarisé dans le supérieur en France;;Université Le Havre Normandie;Le Havre;76;France;;;
DUT CS;XXX2083;Yyy604;1001856;F;25/10/2000;Non scolarisé;;;;;;;;
DUT CS;XXX9714;Yyy649;1002060;F;15/11/2001;Non scolarisé;;Lycée Raoul Dautry;Limoges;87;France;;;
DUT CS;XXX1046;Yyy806;1002158;F;03/05/2001;Scolarisé dans le supérieur en France;;Université Toulouse 3 Paul Sabatier;Toulouse;31;France;;;
DUT CS;XXX5118;Yyy250;1002566;F;27/11/2000;Non scolarisé;;;;;;;;
DUT CS;XXX3733;Yyy498;1002611;F;02/08/2000;Non scolarisé;;;;;;;;
DUT CS;XXX5911;Yyy281;1002680;F;22/11/2001;Scolarisé dans le supérieur en France;;Université Toulouse 2 Jean Jaurès;Toulouse;31;France;;;
DUT CS;XXX5901;Yyy473;1002783;F;22/01/2001;Scolarisé dans le supérieur en France;;Université Toulouse 2 Jean Jaurès;Toulouse;31;France;;;
DUT INFO;XXX5622;Yyy279;1003799;M;12/05/1999;Scolarisé dans le supérieur en France;;CNFDI;Paris;91;France;;;
DUT CS;XXX2109;Yyy981;1004364;F;30/06/2001;Non scolarisé;;Université de Nîmes;Nîmes;30;France;;;
DUT CS;XXX4818;Yyy641;1004443;F;18/11/2001;Scolarisé dans le supérieur en France;;Université Toulouse 1 Capitole;Toulouse;31;France;;;
DUT CS;XXX6340;Yyy976;1004698;F;20/03/2001;Scolarisé dans le supérieur en France;;Université Toulouse 2 Jean Jaurès;Toulouse;31;France;;;
DUT CS;XXX8852;Yyy134;1004737;F;25/09/2000;Scolarisé en MC, FCIL, MGI, DAEU, MANN hors contrat,bac international;;Cours Diderot;Toulouse;31;France;;;
DUT CS;XXX3317;Yyy357;1005083;F;31/07/2001;Scolarisé dans le supérieur à l'étranger;;ITEHO Jeanne d’Arc;Tournai;99;Belgique;;;
DUT RT;XXX8829;Yyy239;1005084;M;26/02/2001;Scolarisé dans le supérieur en France;;La Prépa des INP - Groupe INP - Nancy;Vandoeuvre-lès-Nancy;54;France;;;
DUT CS;XXX8363;Yyy404;1005251;M;16/06/1993;Non scolarisé;;;;;;;;
DUT CS;XXX7483;Yyy114;1006025;F;19/09/1995;Scolarisé dans le supérieur en France;;Université Paul Valery Montpellier - Site de Béziers;Béziers;34;France;;;
DUT INFO;XXX8440;Yyy113;1007078;M;21/06/2001;Non scolarisé;;;;;;;;
DUT GIM;XXX2467;Yyy884;1008820;M;16/09/2001;Scolarisé dans le supérieur en France;;I.U.T de Toulouse;Toulouse;31;France;;;
DUT INFO;XXX9528;Yyy906;1008820;M;16/09/2001;Scolarisé dans le supérieur en France;;I.U.T de Toulouse;Toulouse;31;France;;;
DUT RT;XXX2086;Yyy833;1008820;M;16/09/2001;Scolarisé dans le supérieur en France;;I.U.T de Toulouse;Toulouse;31;France;;;
